ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly
1786258833.862,c1,recommend,6000,0.293,22.73,13.47,3.98,,0,,0,200.0,obs,706,26.47,13.73,3.71,,26.47,13.73,3.71,,22.73,13.47,3.98,,5.69,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258833.862,c2,reserve,,0.0,22.89,13.6,3.65,,0,,0,36.0,obs,346,26.34,13.67,3.65,,26.34,13.67,3.65,,22.89,13.6,3.65,,5.69,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258833.862,c2,search,,0.0,24.21,18.88,11.27,,0,,0,4474.0,obs,524,31.1,20.71,10.98,,31.1,20.71,10.98,,24.21,18.88,11.27,,5.69,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258833.862,c2,recommend,,0.0,23.03,13.76,4.27,,0,,0,200.0,obs,706,26.76,14.03,4.0,,26.76,14.03,4.0,,23.03,13.76,4.27,,5.69,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258834.861,c1,reserve,6000,0.053,22.14,13.58,3.6,,0,,0,36.0,obs,351,26.29,13.62,3.6,,26.29,13.62,3.6,,22.14,13.58,3.6,,5.419,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258834.861,c1,search,6000,6.562,17.76,12.58,4.83,,0,,0,4474.0,obs,524,24.54,14.15,4.42,,24.54,14.15,4.42,,17.76,12.58,4.83,,5.419,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258834.861,c1,recommend,6000,0.293,23.64,13.28,4.02,,0,,0,200.0,obs,706,26.47,13.73,3.71,,26.47,13.73,3.71,,23.64,13.28,4.02,,5.419,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258834.861,c2,reserve,,0.0,22.19,13.63,3.65,,0,,0,36.0,obs,351,26.34,13.67,3.65,,26.34,13.67,3.65,,22.19,13.63,3.65,,5.419,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258834.861,c2,search,,0.0,24.32,19.14,11.39,,0,,0,4474.0,obs,524,31.1,20.71,10.98,,31.1,20.71,10.98,,24.32,19.14,11.39,,5.419,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258834.861,c2,recommend,,0.0,23.93,13.57,4.31,,0,,0,200.0,obs,706,26.76,14.03,4.0,,26.76,14.03,4.0,,23.93,13.57,4.31,,5.419,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258835.862,c1,reserve,6000,0.053,21.85,13.55,3.6,,0,,0,36.0,obs,353,26.29,13.62,3.6,,26.29,13.62,3.6,,21.85,13.55,3.6,,5.71,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258835.862,c1,search,6000,6.562,15.58,12.97,4.42,,0,,0,4474.0,obs,527,24.54,14.15,4.42,,24.54,14.15,4.42,,15.58,12.97,4.42,,5.71,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258835.862,c1,recommend,6000,0.293,23.66,13.15,4.04,,0,,0,200.0,obs,699,26.47,13.73,3.71,,26.47,13.73,3.71,,23.66,13.15,4.04,,5.71,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258835.862,c2,reserve,,0.0,21.91,13.6,3.65,,0,,0,36.0,obs,353,26.34,13.67,3.65,,26.34,13.67,3.65,,21.91,13.6,3.65,,5.71,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258835.862,c2,search,,0.0,22.14,19.53,10.98,,0,,0,4474.0,obs,527,31.1,20.71,10.98,,31.1,20.71,10.98,,22.14,19.53,10.98,,5.71,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258835.862,c2,recommend,,0.0,23.95,13.44,4.34,,0,,0,200.0,obs,699,26.76,14.03,4.0,,26.76,14.03,4.0,,23.95,13.44,4.34,,5.71,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258836.862,c1,reserve,6000,0.053,22.21,13.63,3.6,,0,,0,36.0,obs,352,26.29,13.62,3.6,,26.29,13.62,3.6,,22.21,13.63,3.6,,5.681,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258836.862,c1,search,6000,6.562,15.56,12.74,4.42,,0,,0,4474.0,obs,525,24.54,14.15,4.42,,24.54,14.15,4.42,,15.56,12.74,4.42,,5.681,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258836.862,c1,recommend,6000,0.293,23.08,12.81,3.99,,0,,0,200.0,obs,702,26.47,13.73,3.71,,26.47,13.73,3.71,,23.08,12.81,3.99,,5.681,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258836.862,c2,reserve,,0.0,22.26,13.69,3.65,,0,,0,36.0,obs,352,26.34,13.67,3.65,,26.34,13.67,3.65,,22.26,13.69,3.65,,5.681,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258836.862,c2,search,,0.0,22.12,19.3,10.98,,0,,0,4474.0,obs,525,31.1,20.71,10.98,,31.1,20.71,10.98,,22.12,19.3,10.98,,5.681,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258836.862,c2,recommend,,0.0,23.38,13.1,4.29,,0,,0,200.0,obs,702,26.76,14.03,4.0,,26.76,14.03,4.0,,23.38,13.1,4.29,,5.681,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258837.862,c1,reserve,6000,0.053,21.9,13.6,3.6,,0,,0,36.0,obs,350,26.29,13.62,3.6,,26.29,13.62,3.6,,21.9,13.6,3.6,,5.612,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258837.862,c1,search,6000,6.562,13.71,13.12,4.54,,0,,0,4474.0,obs,525,24.54,14.15,4.42,,24.54,14.15,4.42,,13.71,13.12,4.54,,5.612,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258837.862,c1,recommend,6000,0.293,23.31,12.99,3.94,,0,,0,200.0,obs,711,26.47,13.73,3.71,,26.47,13.73,3.71,,23.31,12.99,3.94,,5.612,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258837.862,c2,reserve,,0.0,21.95,13.65,3.65,,0,,0,36.0,obs,350,26.34,13.67,3.65,,26.34,13.67,3.65,,21.95,13.65,3.65,,5.612,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258837.862,c2,search,,0.0,20.27,19.68,11.11,,0,,0,4474.0,obs,525,31.1,20.71,10.98,,31.1,20.71,10.98,,20.27,19.68,11.11,,5.612,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258837.862,c2,recommend,,0.0,23.6,13.28,4.23,,0,,0,200.0,obs,711,26.76,14.03,4.0,,26.76,14.03,4.0,,23.6,13.28,4.23,,5.612,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258838.862,c1,reserve,6000,0.053,22.17,13.57,3.6,,0,,0,36.0,obs,350,26.29,13.62,3.6,,26.29,13.62,3.6,,22.17,13.57,3.6,,5.822,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258838.862,c1,search,6000,6.562,13.93,13.11,4.54,,0,,0,4474.0,obs,531,24.54,14.15,4.42,,24.54,14.15,4.42,,13.93,13.11,4.54,,5.822,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258838.862,c1,recommend,6000,0.293,24.38,13.27,4.02,,0,,0,200.0,obs,703,26.47,13.73,3.71,,26.47,13.73,3.71,,24.38,13.27,4.02,,5.822,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258838.862,c2,reserve,,0.0,22.22,13.62,3.65,,0,,0,36.0,obs,350,26.34,13.67,3.65,,26.34,13.67,3.65,,22.22,13.62,3.65,,5.822,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258838.862,c2,search,,0.0,20.49,19.67,11.11,,0,,0,4474.0,obs,531,31.1,20.71,10.98,,31.1,20.71,10.98,,20.49,19.67,11.11,,5.822,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258838.862,c2,recommend,,0.0,24.68,13.57,4.32,,0,,0,200.0,obs,703,26.76,14.03,4.0,,26.76,14.03,4.0,,24.68,13.57,4.32,,5.822,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258839.862,c1,reserve,6000,0.053,20.3,13.73,3.6,,0,,0,36.0,obs,353,26.29,13.62,3.6,,26.29,13.62,3.6,,20.3,13.73,3.6,,5.606,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258839.862,c1,search,6000,6.562,13.52,12.65,4.84,,0,,0,4474.0,obs,527,24.54,14.15,4.42,,24.54,14.15,4.42,,13.52,12.65,4.84,,5.606,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258839.862,c1,recommend,6000,0.293,23.65,13.13,4.04,,0,,0,200.0,obs,704,26.47,13.73,3.71,,26.47,13.73,3.71,,23.65,13.13,4.04,,5.606,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258839.862,c2,reserve,,0.0,20.35,13.78,3.65,,0,,0,36.0,obs,353,26.34,13.67,3.65,,26.34,13.67,3.65,,20.35,13.78,3.65,,5.606,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258839.862,c2,search,,0.0,20.08,19.21,11.4,,0,,0,4474.0,obs,527,31.1,20.71,10.98,,31.1,20.71,10.98,,20.08,19.21,11.4,,5.606,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258839.862,c2,recommend,,0.0,23.94,13.42,4.33,,0,,0,200.0,obs,704,26.76,14.03,4.0,,26.76,14.03,4.0,,23.94,13.42,4.33,,5.606,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258840.862,c1,reserve,6000,0.053,20.3,13.6,3.6,,0,,0,36.0,obs,356,26.29,13.62,3.6,,26.29,13.62,3.6,,20.3,13.6,3.6,,5.735,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258840.862,c1,search,6000,6.562,12.96,12.83,4.88,,0,,0,4474.0,obs,526,24.54,14.15,4.42,,24.54,14.15,4.42,,12.96,12.83,4.88,,5.735,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258840.862,c1,recommend,6000,0.293,23.24,13.15,4.06,,0,,0,200.0,obs,704,26.47,13.73,3.71,,26.47,13.73,3.71,,23.24,13.15,4.06,,5.735,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258840.862,c2,reserve,,0.0,20.35,13.65,3.65,,0,,0,36.0,obs,356,26.34,13.67,3.65,,26.34,13.67,3.65,,20.35,13.65,3.65,,5.735,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258840.862,c2,search,,0.0,19.52,19.39,11.44,,0,,0,4474.0,obs,526,31.1,20.71,10.98,,31.1,20.71,10.98,,19.52,19.39,11.44,,5.735,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258840.862,c2,recommend,,0.0,23.54,13.45,4.35,,0,,0,200.0,obs,704,26.76,14.03,4.0,,26.76,14.03,4.0,,23.54,13.45,4.35,,5.735,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258841.861,c1,reserve,6000,0.053,23.01,13.43,3.6,,0,,0,36.0,obs,353,26.29,13.62,3.6,,26.29,13.62,3.6,,23.01,13.43,3.6,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258841.861,c1,search,6000,6.562,13.05,13.25,4.85,,0,,0,4474.0,obs,525,24.54,14.15,4.42,,24.54,14.15,4.42,,13.05,13.25,4.85,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258841.861,c1,recommend,6000,0.293,22.57,13.37,4.02,,0,,0,200.0,obs,708,26.47,13.73,3.71,,26.47,13.73,3.71,,22.57,13.37,4.02,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258841.861,c2,reserve,,0.0,23.06,13.48,3.65,,0,,0,36.0,obs,353,26.34,13.67,3.65,,26.34,13.67,3.65,,23.06,13.48,3.65,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258841.861,c2,search,,0.0,19.61,19.81,11.41,,0,,0,4474.0,obs,525,31.1,20.71,10.98,,31.1,20.71,10.98,,19.61,19.81,11.41,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258841.861,c2,recommend,,0.0,22.86,13.67,4.31,,0,,0,200.0,obs,708,26.76,14.03,4.0,,26.76,14.03,4.0,,22.86,13.67,4.31,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258842.862,c1,reserve,6000,0.053,23.5,13.43,3.6,,0,,0,36.0,obs,349,26.29,13.62,3.6,,26.29,13.62,3.6,,23.5,13.43,3.6,,5.761,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258842.862,c1,search,6000,6.562,12.72,13.28,4.82,,0,,0,4474.0,obs,530,24.54,14.15,4.42,,24.54,14.15,4.42,,12.72,13.28,4.82,,5.761,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258842.862,c1,recommend,6000,0.293,22.07,13.15,3.95,,0,,0,200.0,obs,707,26.47,13.73,3.71,,26.47,13.73,3.71,,22.07,13.15,3.95,,5.761,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258842.862,c2,reserve,,0.0,23.55,13.48,3.65,,0,,0,36.0,obs,349,26.34,13.67,3.65,,26.34,13.67,3.65,,23.55,13.48,3.65,,5.761,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258842.862,c2,search,,0.0,19.28,19.84,11.38,,0,,0,4474.0,obs,530,31.1,20.71,10.98,,31.1,20.71,10.98,,19.28,19.84,11.38,,5.761,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258842.862,c2,recommend,,0.0,22.37,13.45,4.25,,0,,0,200.0,obs,707,26.76,14.03,4.0,,26.76,14.03,4.0,,22.37,13.45,4.25,,5.761,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258843.862,c1,reserve,6000,0.053,22.27,13.53,3.6,,0,,0,36.0,obs,353,26.29,13.62,3.6,,26.29,13.62,3.6,,22.27,13.53,3.6,,5.68,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258843.862,c1,search,6000,6.562,15.38,12.89,4.82,,0,,0,4474.0,obs,529,24.54,14.15,4.42,,24.54,14.15,4.42,,15.38,12.89,4.82,,5.68,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258843.862,c1,recommend,6000,0.293,23.75,13.08,4.01,,0,,0,200.0,obs,705,26.47,13.73,3.71,,26.47,13.73,3.71,,23.75,13.08,4.01,,5.68,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258843.862,c2,reserve,,0.0,22.33,13.58,3.65,,0,,0,36.0,obs,353,26.34,13.67,3.65,,26.34,13.67,3.65,,22.33,13.58,3.65,,5.68,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258843.862,c2,search,,0.0,21.94,19.46,11.38,,0,,0,4474.0,obs,529,31.1,20.71,10.98,,31.1,20.71,10.98,,21.94,19.46,11.38,,5.68,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258843.862,c2,recommend,,0.0,24.04,13.38,4.31,,0,,0,200.0,obs,705,26.76,14.03,4.0,,26.76,14.03,4.0,,24.04,13.38,4.31,,5.68,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258844.861,c1,reserve,6000,0.053,20.31,13.48,3.6,,0,,0,36.0,obs,356,26.29,13.62,3.6,,26.29,13.62,3.6,,20.31,13.48,3.6,,5.394,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258844.861,c1,search,6000,6.562,12.45,12.46,4.78,,0,,0,4474.0,obs,531,24.54,14.15,4.42,,24.54,14.15,4.42,,12.45,12.46,4.78,,5.394,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258844.861,c1,recommend,6000,0.293,23.62,13.22,3.97,,0,,0,200.0,obs,699,26.47,13.73,3.71,,26.47,13.73,3.71,,23.62,13.22,3.97,,5.394,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258844.861,c2,reserve,,0.0,20.36,13.54,3.65,,0,,0,36.0,obs,356,26.34,13.67,3.65,,26.34,13.67,3.65,,20.36,13.54,3.65,,5.394,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258844.861,c2,search,,0.0,19.01,19.02,11.34,,0,,0,4474.0,obs,531,31.1,20.71,10.98,,31.1,20.71,10.98,,19.01,19.02,11.34,,5.394,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258844.861,c2,recommend,,0.0,23.91,13.51,4.26,,0,,0,200.0,obs,699,26.76,14.03,4.0,,26.76,14.03,4.0,,23.91,13.51,4.26,,5.394,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258845.862,c1,reserve,6000,0.053,22.35,13.63,3.6,,0,,0,36.0,obs,352,26.29,13.62,3.6,,26.29,13.62,3.6,,22.35,13.63,3.6,,5.614,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258845.862,c1,search,6000,6.562,12.88,12.97,4.73,,0,,0,4474.0,obs,527,24.54,14.15,4.42,,24.54,14.15,4.42,,12.88,12.97,4.73,,5.614,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258845.862,c1,recommend,6000,0.293,23.37,13.29,3.96,,0,,0,200.0,obs,707,26.47,13.73,3.71,,26.47,13.73,3.71,,23.37,13.29,3.96,,5.614,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258845.862,c2,reserve,,0.0,22.4,13.68,3.65,,0,,0,36.0,obs,352,26.34,13.67,3.65,,26.34,13.67,3.65,,22.4,13.68,3.65,,5.614,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258845.862,c2,search,,0.0,19.44,19.53,11.29,,0,,0,4474.0,obs,527,31.1,20.71,10.98,,31.1,20.71,10.98,,19.44,19.53,11.29,,5.614,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258845.862,c2,recommend,,0.0,23.67,13.58,4.26,,0,,0,200.0,obs,707,26.76,14.03,4.0,,26.76,14.03,4.0,,23.67,13.58,4.26,,5.614,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258846.862,c1,reserve,6000,0.053,23.21,13.66,3.6,,0,,0,36.0,obs,354,26.29,13.62,3.6,,26.29,13.62,3.6,,23.21,13.66,3.6,,5.748,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258846.862,c1,search,6000,6.562,13.69,12.69,4.88,,0,,0,4474.0,obs,527,24.54,14.15,4.42,,24.54,14.15,4.42,,13.69,12.69,4.88,,5.748,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258846.862,c1,recommend,6000,0.293,22.98,13.32,4.04,,0,,0,200.0,obs,713,26.47,13.73,3.71,,26.47,13.73,3.71,,22.98,13.32,4.04,,5.748,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258846.862,c2,reserve,,0.0,23.27,13.72,3.65,,0,,0,36.0,obs,354,26.34,13.67,3.65,,26.34,13.67,3.65,,23.27,13.72,3.65,,5.748,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258846.862,c2,search,,0.0,20.25,19.26,11.44,,0,,0,4474.0,obs,527,31.1,20.71,10.98,,31.1,20.71,10.98,,20.25,19.26,11.44,,5.748,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258846.862,c2,recommend,,0.0,23.27,13.62,4.33,,0,,0,200.0,obs,713,26.76,14.03,4.0,,26.76,14.03,4.0,,23.27,13.62,4.33,,5.748,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258847.861,c1,reserve,6000,0.053,23.6,13.58,3.6,,0,,0,36.0,obs,353,26.29,13.62,3.6,,26.29,13.62,3.6,,23.6,13.58,3.6,,5.568,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258847.861,c1,search,6000,6.562,18.0,12.69,4.52,,0,,0,4474.0,obs,534,24.54,14.15,4.42,,24.54,14.15,4.42,,18.0,12.69,4.52,,5.568,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258847.861,c1,recommend,6000,0.293,24.03,13.36,3.98,,0,,0,200.0,obs,707,26.47,13.73,3.71,,26.47,13.73,3.71,,24.03,13.36,3.98,,5.568,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258847.861,c2,reserve,,0.0,23.66,13.64,3.65,,0,,0,36.0,obs,353,26.34,13.67,3.65,,26.34,13.67,3.65,,23.66,13.64,3.65,,5.568,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258847.861,c2,search,,0.0,24.56,19.26,11.08,,0,,0,4474.0,obs,534,31.1,20.71,10.98,,31.1,20.71,10.98,,24.56,19.26,11.08,,5.568,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258847.861,c2,recommend,,0.0,24.32,13.66,4.28,,0,,0,200.0,obs,707,26.76,14.03,4.0,,26.76,14.03,4.0,,24.32,13.66,4.28,,5.568,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258848.861,c1,reserve,6000,0.053,23.19,13.52,3.6,,0,,0,36.0,obs,356,26.29,13.62,3.6,,26.29,13.62,3.6,,23.19,13.52,3.6,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258848.861,c1,search,6000,6.562,18.15,12.84,4.75,,0,,0,4474.0,obs,532,24.54,14.15,4.42,,24.54,14.15,4.42,,18.15,12.84,4.75,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258848.861,c1,recommend,6000,0.293,23.98,13.08,3.95,,0,,0,200.0,obs,707,26.47,13.73,3.71,,26.47,13.73,3.71,,23.98,13.08,3.95,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258848.861,c2,reserve,,0.0,23.24,13.57,3.65,,0,,0,36.0,obs,356,26.34,13.67,3.65,,26.34,13.67,3.65,,23.24,13.57,3.65,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258848.861,c2,search,,0.0,24.72,19.4,11.31,,0,,0,4474.0,obs,532,31.1,20.71,10.98,,31.1,20.71,10.98,,24.72,19.4,11.31,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258848.861,c2,recommend,,0.0,24.27,13.37,4.24,,0,,0,200.0,obs,707,26.76,14.03,4.0,,26.76,14.03,4.0,,24.27,13.37,4.24,,5.521,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258849.862,c1,reserve,6000,0.053,22.0,13.62,3.6,,0,,0,36.0,obs,354,26.29,13.62,3.6,,26.29,13.62,3.6,,22.0,13.62,3.6,,5.721,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258849.862,c1,search,6000,6.562,15.77,12.91,4.85,,0,,0,4474.0,obs,530,24.54,14.15,4.42,,24.54,14.15,4.42,,15.77,12.91,4.85,,5.721,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258849.862,c1,recommend,6000,0.293,23.43,12.8,3.93,,0,,0,200.0,obs,710,26.47,13.73,3.71,,26.47,13.73,3.71,,23.43,12.8,3.93,,5.721,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258849.862,c2,reserve,,0.0,22.06,13.67,3.65,,0,,0,36.0,obs,354,26.34,13.67,3.65,,26.34,13.67,3.65,,22.06,13.67,3.65,,5.721,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258849.862,c2,search,,0.0,22.33,19.47,11.41,,0,,0,4474.0,obs,530,31.1,20.71,10.98,,31.1,20.71,10.98,,22.33,19.47,11.41,,5.721,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258849.862,c2,recommend,,0.0,23.73,13.09,4.22,,0,,0,200.0,obs,710,26.76,14.03,4.0,,26.76,14.03,4.0,,23.73,13.09,4.22,,5.721,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258850.861,c1,reserve,6000,0.053,22.02,13.62,3.6,,0,,0,36.0,obs,335,26.29,13.62,3.6,,26.29,13.62,3.6,,22.02,13.62,3.6,,5.347,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258850.861,c1,search,6000,6.562,15.77,12.82,4.71,,0,,0,4474.0,obs,505,24.54,14.15,4.42,,24.54,14.15,4.42,,15.77,12.82,4.71,,5.347,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
